CNS,RFC,PROVEEDOR,PARTIDA,CLAVE ,DESCRIPCIÓN,UNIDAD DE MEDIDA,CLAVE (SAICA),"DESCRIPCIÓN
 (SAICA)",UNIDAD DE MEDIDA (SAICA),CANTIDAD RECIBIDA,FECHA DE ENTREGA,LUGAR DE ENTREGA,CONTRATO,REMISION,PEDIDO,LOTE,CADUCIDAD,FOLIO ,OBSERVACIONES ,COSTO UNITARIO PESOS,"COSTO UNITARIO PESOS (UNOPS) CON IVA
PARTIDA 2541",COSTO UNITARIO PESOS (UNOPS) SIN IVA,COSTO UNITARIO DOLARES (UNOPS),COSTO UNITARIO EN DOLARES,TIPO DE CAMBIO,COSTO UNITARIO SIN IVA,PRECIO UNITARIO SIN IVA,IVA,PIEZAS,PRECIO UNITARIO CON IVA SIN IVA,SUBTOTAL,IVA.1,IMPORTE TOTAL,MARCA,FABRICANTE,FECHA DE FABRICACIÓN,CADUCIDAD CONFORME A CERTIFICADO,TIPO DE ENTREGA,LICITACION/PROCEDIMIENTO,RESPONSABLE,REVISO,TIPO DE RED,FECHA DE CAPTURA,EPA
3801,LLI811201IX6,"LABORATORIOS LIOMONT, S.A. DE C.V.",2531,010.000.0813.00,HIDROCORTISONA CREMA CADA G CONTIENE: 17 BUTIRATO DE HIDROCORTISONA 1 MG ENVASECON 15 G.,Pieza,813,HIDROCORTISONA CREMA CADA G CONTIENE: 17 BUTIRATO DE HIDROCORTISONA 1 MG ENVASE CON 15 G. 1 mg / g Crema,ENV1TBO,48,2025-07-01,JARDIN,IB/1675/2025,3862548684,IMBB-09-02-2025-09094975-U013,K04270,2027-04-22 00:00:00,2113,,14.39,,0,,0,,14.39,14.39,0.0,48,14.39,690.72,0.0,690.72,LOCOID,LABORATORIOS LIOMONT S.A. DE C.V.,2025-04-22,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-07-01,NAN
3802,LRS030905Q16,"LABORATORIO RAAM DE SAHUAYO, S.A. DE C.V.",2531,010.000.0903.00,FLUOROURACILO CREMA O UNGUENTO CADA GRAMO CONTIENE: 5- FLUOROURACILO 50 MGENVASE CON 20 G.,Pieza,010.000.0903.00,FLUOROURACILO CREMA O UNGUENTO CADA GRAMO CONTIENE: 5- FLUOROURACILO 50 MGENVASE CON 20 G.,Pieza,113,2025-07-01,JARDIN,IB/1654/2025,4250281321,IMBB-09-02-2025-09094976-U013,RML025,2027-04-01 00:00:00,2114,,250.0,,0,,0,,250.0,250.0,0.0,113,250.0,28250.0,0.0,28250.0,AMANDAL,LABORATORIO RAAM DE SAHUAYO S.A. DE C.V.,2025-04-01,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-07-01,NAN
3803,LRS030905Q16,"LABORATORIO RAAM DE SAHUAYO, S.A. DE C.V.",2531,010.000.0903.00,FLUOROURACILO CREMA O UNGUENTO CADA GRAMO CONTIENE: 5- FLUOROURACILO 50 MGENVASE CON 20 G.,Pieza,010.000.0903.00,FLUOROURACILO CREMA O UNGUENTO CADA GRAMO CONTIENE: 5- FLUOROURACILO 50 MGENVASE CON 20 G.,Pieza,396,2025-07-01,JARDIN,IB/1654/2025,4250281321,IMBB-09-02-2025-09094976-U013,RML026,2027-04-01 00:00:00,2114,,250.0,,0,,0,,250.0,250.0,0.0,396,250.0,99000.0,0.0,99000.0,AMANDAL,LABORATORIO RAAM DE SAHUAYO S.A. DE C.V.,2025-04-01,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-07-01,NAN
3804,LRS030905Q16,"LABORATORIO RAAM DE SAHUAYO, S.A. DE C.V.",2531,010.000.0903.00,FLUOROURACILO CREMA O UNGUENTO CADA GRAMO CONTIENE: 5- FLUOROURACILO 50 MGENVASE CON 20 G.,Pieza,010.000.0903.00,FLUOROURACILO CREMA O UNGUENTO CADA GRAMO CONTIENE: 5- FLUOROURACILO 50 MGENVASE CON 20 G.,Pieza,11,2025-07-01,JARDIN,IB/1654/2025,4250281321,IMBB-09-02-2025-09094976-U013,RML027,2027-05-01 00:00:00,2114,,250.0,,0,,0,,250.0,250.0,0.0,11,250.0,2750.0,0.0,2750.0,AMANDAL,LABORATORIO RAAM DE SAHUAYO S.A. DE C.V.,2025-05-01,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-07-01,NAN
3805,LSI8112153I7,"LABORATORIOS SILANES, S.A. DE C.V.",2531,010.000.1711.00,ACIDO FOLICO TABLETA CADA TABLETA CONTIENE: ACIDO FOLICO 0.4 MG ENVASE CON 90TABLETAS.,Pieza,1711,ÁCIDO FÓLICO 0.4 mg Tabletas,Envase con 90 tabletas,608,2025-07-01,JARDIN,IB/2314/2025,3961674461,IMBB-09-02-2025-09097182-U013,24L380V1,2028-11-30 00:00:00,2118,,3.72,,0,,0,,3.72,3.72,0.0,608,3.72,2261.76,0.0,2261.76,FOLIVITAL,LABORATORIOS SILANES S.A. DE C.V.,2024-11-25,,IMSS-BIENESTAR,IA-12-NEF-012NEF001-I-30-2025,LAURA VIANETH,ARACELI,RED SECA,2025-07-01,NAN
3806,LSI8112153I7,"LABORATORIOS SILANES, S.A. DE C.V.",2531,010.000.3423.00,MELOXICAM TABLETA CADA TABLETA CONTIENE: MELOXICAM 15 MG. ENVASE CON 10TABLETAS.,Pieza,010.000.3423.00,Meloxicam 15 mg Tabletas,Envase con 10 tabletas.,2739,2025-07-01,JARDIN,IB/1686/2025,3464306664,IMBB-09-02-2025-09094462-U013,25E366V1,2027-05-31 00:00:00,2119,,4.15,,0,,0,,4.15,4.15,0.0,2739,4.15,11366.85,0.0,11366.85,MELOSTERAL,LABORAYORIOS SILANES S.A. DE C.V.,2025-05-08,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-07-01,NAN
3807,BIO9803209V6,"BIOSKINCO, S.A. DE C.V.",2541,060.506.2736,INJERTOS. INJERTO DE EPIDERMIS HUMANA CULTIVADO IN VITRO CONGELADO. ESTERIL.TAMAÃ‘O: 56 CM2. PIEZA.,Pieza,060.506.2736,"Injerto de epidermis humana, cultivado in vitro, congelado. Estéril. Tamaño: 56cm2.  ",Pieza.,128,2025-07-01,H.P. TACUBAYA,IB/1552/2025,3890123149,IMBB-09-02-2025-09101371-U013,16MAY25A077-12013,2027-05-16 00:00:00,2121,"ENTREGA FISICAMENTE EN HOSPITAL, EN ESPERA DE EVIDENCIA. REGULARIZADA EL 03/07/2025",4393.0,,0,,0,,4393.0,4393.0,702.88,128,5095.88,562304.0,89968.64,652272.64,EPIFAST,NAN,2025-05-16,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED FRIA,2025-07-03,NAN
3808,BIO9803209V6,"BIOSKINCO, S.A. DE C.V.",2541,060.506.2736,INJERTOS. INJERTO DE EPIDERMIS HUMANA CULTIVADO IN VITRO CONGELADO. ESTERIL.TAMAÃ‘O: 56 CM2. PIEZA.,Pieza,060.506.2736,"Injerto de epidermis humana, cultivado in vitro, congelado. Estéril. Tamaño: 56cm2.  ",Pieza.,235,2025-07-01,H.P. TACUBAYA,IB/1552/2025,3890123149,IMBB-09-02-2025-09101371-U013,19MAY25A078-12013,2027-05-19 00:00:00,2121,"ENTREGA FISICAMENTE EN HOSPITAL, EN ESPERA DE EVIDENCIA. REGULARIZADA EL 03/07/2025",4393.0,,0,,0,,4393.0,4393.0,702.88,235,5095.88,1032355.0,165176.8,1197531.8,EPIFAST,NAN,2025-05-19,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED FRIA,2025-07-03,NAN
3809,BIO9803209V6,"BIOSKINCO, S.A. DE C.V.",2541,060.506.2736,INJERTOS. INJERTO DE EPIDERMIS HUMANA CULTIVADO IN VITRO CONGELADO. ESTERIL.TAMAÃ‘O: 56 CM2. PIEZA.,Pieza,060.506.2736,"Injerto de epidermis humana, cultivado in vitro, congelado. Estéril. Tamaño: 56cm2.  ",Pieza.,236,2025-07-01,H.P. TACUBAYA,IB/1552/2025,3890123149,IMBB-09-02-2025-09101371-U013,20MAY25A079-12013,2027-05-20 00:00:00,2121,"ENTREGA FISICAMENTE EN HOSPITAL, EN ESPERA DE EVIDENCIA. REGULARIZADA EL 03/07/2025",4393.0,,0,,0,,4393.0,4393.0,702.88,236,5095.88,1036748.0,165879.68,1202627.68,EPIFAST,NAN,2025-05-20,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,(  RED FRIA ),2025-07-03,NAN
3810,BIO9803209V6,"BIOSKINCO, S.A. DE C.V.",2541,060.506.2736,INJERTOS. INJERTO DE EPIDERMIS HUMANA CULTIVADO IN VITRO CONGELADO. ESTERIL.TAMAÃ‘O: 56 CM2. PIEZA.,Pieza,060.506.2736,"Injerto de epidermis humana, cultivado in vitro, congelado. Estéril. Tamaño: 56cm2.  ",Pieza.,229,2025-07-01,H.G. RUBÉN LEÑERO                     H.P. TACUBAYA,IB/1552/2025,3890123149,IMBB-09-02-2025-09101371-U013,21MAY25A080-12013,2027-05-21 00:00:00,2121,"ENTREGA FISICAMENTE EN HOSPITAL, EN ESPERA DE EVIDENCIA. REGULARIZADA EL 03/07/2025",4393.0,,0,,0,,4393.0,4393.0,702.88,229,5095.88,1005997.0,160959.52,1166956.52,EPIFAST,NAN,2025-05-21,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,(  RED FRIA ),2025-07-03,NAN
3811,BIO9803209V6,"BIOSKINCO, S.A. DE C.V.",2541,060.506.2736,INJERTOS. INJERTO DE EPIDERMIS HUMANA CULTIVADO IN VITRO CONGELADO. ESTERIL.TAMAÃ‘O: 56 CM2. PIEZA.,Pieza,060.506.2736,"Injerto de epidermis humana, cultivado in vitro, congelado. Estéril. Tamaño: 56cm2.  ",Pieza.,236,2025-07-01,H.G. RUBÉN LEÑERO,IB/1552/2025,3890123149,IMBB-09-02-2025-09101371-U013,22MAY25A081-12013,2027-05-22 00:00:00,2121,"ENTREGA FISICAMENTE EN HOSPITAL, EN ESPERA DE EVIDENCIA. REGULARIZADA EL 03/07/2025",4393.0,,0,,0,,4393.0,4393.0,702.88,236,5095.88,1036748.0,165879.68,1202627.68,EPIFAST,NAN,2025-05-22,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,(  RED FRIA ),2025-07-03,NAN
3812,BIO9803209V6,"BIOSKINCO, S.A. DE C.V.",2541,060.506.2736,INJERTOS. INJERTO DE EPIDERMIS HUMANA CULTIVADO IN VITRO CONGELADO. ESTERIL.TAMAÃ‘O: 56 CM2. PIEZA.,Pieza,060.506.2736,"Injerto de epidermis humana, cultivado in vitro, congelado. Estéril. Tamaño: 56cm2.  ",Pieza.,233,2025-07-01,H.G. RUBÉN LEÑERO                                   H.M.P. XOCHIMILCO,IB/1552/2025,3890123149,IMBB-09-02-2025-09101371-U013,23MAY25A082-12013,2027-05-23 00:00:00,2121,"ENTREGA FISICAMENTE EN HOSPITAL, EN ESPERA DE EVIDENCIA. REGULARIZADA EL 03/07/2025",4393.0,,0,,0,,4393.0,4393.0,702.88,233,5095.88,1023569.0,163771.04,1187340.04,EPIFAST,NAN,2025-05-23,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,(  RED FRIA ),2025-07-03,NAN
3813,BIO9803209V6,"BIOSKINCO, S.A. DE C.V.",2541,060.506.2736,INJERTOS. INJERTO DE EPIDERMIS HUMANA CULTIVADO IN VITRO CONGELADO. ESTERIL.TAMAÃ‘O: 56 CM2. PIEZA.,Pieza,060.506.2736,"Injerto de epidermis humana, cultivado in vitro, congelado. Estéril. Tamaño: 56cm2.  ",Pieza.,80,2025-07-01,H.M.P. XOCHIMILCO,IB/1552/2025,3890123149,IMBB-09-02-2025-09101371-U013,26MAY25A083-12013,2027-05-26 00:00:00,2121,"ENTREGA FISICAMENTE EN HOSPITAL, EN ESPERA DE EVIDENCIA. REGULARIZADA EL 03/07/2025",4393.0,,0,,0,,4393.0,4393.0,702.88,80,5095.88,351440.0,56230.4,407670.4,EPIFAST,NAN,2025-05-26,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,(  RED FRIA ),2025-07-03,NAN
3814,BME8603317X2,"BIOMEDICA MEXICANA, S.A. DE C.V.",2541,060.783.0304,SISTEMA. SISTEMA PARA DRENAJE SUBDURAL DE SILICON GRADO MEDICO. CONSTA DE: -BOLSA O RESERVORIO CON CAPACIDAD DE 250 ML. - CATETER SUBDURAL DE 14 FR Y DE 30CM DE LARGO; CON ARO DE SUTURA PARA SU FIJACION A LOS TEJIDOS ADYACENTES; PUNTAREDONDEADA Y ORIFICIOS EN LOS PRIMEROS 5 CM EN SU EXTREMO INTRACRANEAL. -CONECTOR DE DRENAJE PARA UNIR CATETER SUBDURAL A LA BOLSA. - CONECTOR DE DRENAJEEN LA SALIDA DE LA BOLSA CON VALVULA O LLAVE PARA VACIADO. ESTERIL Y DESECHABLE.PIEZA.,Pieza,060.783.0304,"Sistema para drenaje subdural, de silicón grado médico. Consta de: Bolsa o reservorio con capacidad de 250 ml. Cateter subdural de 14 Fr y de 30 cm de largo; con aro de sutura para su fijación a los tejidos adyacentes, punta redondeada y orificios en los primeros 5 cm en su extremo intracraneal. Conector de drenaje para unir catéter subdural a la bolsa. Conector de drenaje en la salida de la bolsa con válvula o llave para vaciado. Estéril y desechable.  ",Pieza,1,2025-07-02,JARDIN,IB/1547/2025,4140320434,IMBB-09-02-2025-09101394-U013,91-25,2030-02-28 00:00:00,2125,,1988.0,,0,,0,,1988.0,1988.0,318.08,1,2306.08,1988.0,318.08,2306.08,BOLSA PARA DRENAJE SUBDURAL UNIVERSAL,BIOMEDICA MEXICANA S.A. DE C.V.,2025-03-10,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,MIGUEL HERNANDEZ,ARACELI,RED SECA,2025-07-02,NAN
3815,BME8603317X2,"BIOMEDICA MEXICANA, S.A. DE C.V.",2541,060.345.2467,EQUIPOS. PARA DRENAJE VENTRICULAR EXTERNO INCLUYE: - CATETER VENTRICULAR DEELASTOMERO DE SILICON RADIOPACO LONGITUD DE 20 A 40 CM. - UN ESTILETE DE ACEROINOXIDABLE PARA COLOCACION DEL CATETER VENTRICULAR. - UN TUBO DE PLASTICO CONDOS PINZAS PARA AJUSTE DE GOTEO Y CON SITIO DE INYECCION. - UNA BOLSA DERECOLECCION DE VINIL DE 500 A 700 ML GRADUADA Y CON ASA PARA COLGAR. - ESTERIL YDESECHABLE. EQUIPO.,Equipo,060.345.2467,EQUIPOS. PARA DRENAJE VENTRICULAR EXTERNO INCLUYE: - CATETER VENTRICULAR DEELASTOMERO DE SILICON RADIOPACO LONGITUD DE 20 A 40 CM. - UN ESTILETE DE ACEROINOXIDABLE PARA COLOCACION DEL CATETER VENTRICULAR. - UN TUBO DE PLASTICO CONDOS PINZAS PARA AJUSTE DE GOTEO Y CON SITIO DE INYECCION. - UNA BOLSA DERECOLECCION DE VINIL DE 500 A 700 ML GRADUADA Y CON ASA PARA COLGAR. - ESTERIL YDESECHABLE. EQUIPO.,Equipo,13,2025-07-02,JARDIN,IB/1547/2025,3249191357,IMBB-09-02-2025-09101334-U013,113-24 B,2029-06-30 00:00:00,2126,,2198.27,,0,,0,,2198.27,2198.27,351.7232,13,2549.9932,28577.51,4572.4016,33149.9116,EQUIPO PARA DRENAJE VENTRICULAR EXTERNO,BIOMEDICA MEXICANA S.A. DE C.V.,2024-07-16,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,MIGUEL HERNANDEZ,ARACELI,RED SECA,2025-07-02,NAN
3816,BME8603317X2,"BIOMEDICA MEXICANA, S.A. DE C.V.",2541,060.932.2599,"VALVULAS PARA DERIVACION DE LIQUIDO CEFALORRAQUIDEO, DE RESORTE, PRESION MEDIADE 80 A 120 MM DE H20, CATETER CEFALICO O VENTRICULAR DE 15 CM MINIMO DELONGITUD Y CATETER PERITONEAL DE 85 CM MINIMO DE LONGITUD. INCLUYE ADITAMENTOSPARA SU COLOCACION. ESTERIL Y DESECHABLE. TAMANO: ADULTO.",Pieza,060.932.2599,"VÁLVULAS PARA DERIVACIÓN DE LÍQUIDO CEFALORRAQUÍDEO, DE RESORTE, PRESIÓN MEDIA DE 80 A 120 MM DE H20. CATÉTER CEFÁLICO O VENTRICULAR DE 15 CM MÍNIMO DE LONGITUD, CATÉTER PERITONEAL DE 85 CM MÍNIMO DE LONGITUD. INCLUYE: ADITAMENTOS PARA SU COLOCACIÓN. ESTÉRIL Y DESECHABLE. TAMAÑO ADULTO.  ",Pieza.,2,2025-07-02,JARDIN,IB/1547/2025,1790131448,IMBB-09-02-2025-09101465-U013,53-24 A,2029-08-31 00:00:00,2127,,4100.0,,0,,0,,4100.0,4100.0,656.0,2,4756.0,8200.0,1312.0,9512.0,VALVULA PARA DERIVACION DEL LCR DE RESORTE,BIOMEDICA MEXICANA  S.A. DE C.V.,2024-09-03,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,MIGUEL HERNANDEZ,ARACELI,RED SECA,2025-07-02,NAN
3818,APH020424BJ5,"ALVARTIS PHARMA, S.A. DE C.V.",2531,010.000.0247.02,DEXMEDETOMIDINA. SOLUCIÃ“N INYECTABLE. CADA FRASCO AMPULA CONTIENE: CLORHIDRATODE DEXMEDETOMIDINA 200 MICROGRAMOS. ENVASE CON 25 FRASCOS AMPULA.,Pieza,247.02,Dexmedetomidina 200 μg.  Solución inyectable,Envase con 25 frascos ámpula.,704,2025-07-02,JARDIN,IB/2167/2025,4159533472,IMBB-09-02-2025-09100631-U013,XB2575,2027-04-29 00:00:00,2135,,607.6,,0,,0,,607.6,607.6,0.0,704,607.6,427750.4,0.0,427750.4,DEMESYNT,ALVARTIS PHARMA S.A. DE C.V.,2025-04-29,,IMSS-BIENESTAR,IA-12-NEF-012NEF001-I-30-2025,MIGUEL HERNANDEZ,ARACELI,RED SECA,2025-07-02,NAN
3819,APH020424BJ5,"ALVARTIS PHARMA, S.A. DE C.V.",2531,010.000.0247.01,DEXMEDETOMIDINA SOLUCIÃ“N INYECTABLE. CADA FRASCO ÃMPULA CONTIENE: CLORHIDRATO DE DEXMEDETOMIDINA 200 ÂΜG ENVASE CON 5 FRASCO ÃMPULA,Pieza,247.01,Dexmedetomidina 200 μg.  Solución inyectable,Envase con 5 frascos ámpula.,577,2025-07-02,JARDIN,IB/2167/2025,3665536608,IMBB-09-02-2025-09100630-U013,XB2580,2027-05-05 00:00:00,2136,,75.23,,0,,0,,75.23,75.23,0.0,577,75.23,43407.71,0.0,43407.71,DEMESYNT,ALVARTIS PHARMA S.A. DE C.V.,2025-05-05,,IMSS-BIENESTAR,IA-12-NEF-012NEF001-I-30-2025,MIGUEL HERNANDEZ,ARACELI,RED SECA,2025-07-02,NAN
3820,APH020424BJ5,"ALVARTIS PHARMA, S.A. DE C.V.",2531,010.000.1736.00,"ESTREPTOQUINASA SOLUCION INYECTABLE CADA FRASCO AMPULA CON LIOFILIZADOCONTIENE: ESTREPTOQUINASA 1,500,000 UI ENVASE CON UN FRASCO AMPULA.",Pieza,1736,ESTREPTOCINASA 1 500 000 UI Solución inyectable,Envase con un frasco ámpula.,5,2025-07-02,JARDIN,IB/1512/2025,630602404,IMBB-09-02-2025-09100729-U013,XH2444,2026-09-17 00:00:00,2137,,5499.0,,0,,0,,5499.0,5499.0,0.0,5,5499.0,27495.0,0.0,27495.0,REPTOQUIN,ALVARTIS PHARMA S.A. DE C.V.,2024-09-17,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,MIGUEL HERNANDEZ,ARACELI,RED SECA,2025-07-02,NAN
3821,APH020424BJ5,"ALVARTIS PHARMA, S.A. DE C.V.",2531,010.000.4201.00,HIDRALAZINA SOLUCION INYECTABLE. CADA AMPOLLETA O FRASCO AMPULA CONTIENE:CLORHIDRATO DE HIDRALAZINA 20 MG. ENVASE CON 5 AMPOLLETAS O 5 FRASCOS AMPULACON 1.0 ML.,Pieza,4201,HIDRALAZINA SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: CLORHIDRATO DE HIDRALAZINA 20 MG ENVASE CON 5 AMPOLLETAS CON 1.0 ML. 20 mg / ml Solución inyectable,ENV5AMP,330,2025-07-02,JARDIN,IB/2167/2025,3602485046,IMBB-09-02-2025-09100896-U013,XE2541,2027-06-09 00:00:00,2138,,126.1,,0,,0,,126.1,126.1,0.0,330,126.1,41613.0,0.0,41613.0,DINITRYL,ALVARTIS PHARMA S.A. DE C.V.,2025-06-09,,IMSS-BIENESTAR,IA-12-NEF-012NEF001-I-30-2025,MIGUEL HERNANDEZ,ARACELI,RED SECA,2025-07-02,NAN
3822,APH020424BJ5,"ALVARTIS PHARMA, S.A. DE C.V.",2531,010.000.2814.00,HIPROMELOSA SOLUCION OFTALMICA AL 0.5% CADA ML CONTIENE: HIPROMELOSA 5 MGENVASE CON GOTERO INTEGRAL CON 15 ML.,Pieza,2814,HIPROMELOSA 5 mg/ ml Solución oftálmica al 0.5%,Envase con gotero integral 15 ml,721,2025-07-02,JARDIN,IB/2167/2025,2930943519,IMBB-09-02-2025-09100813-U013,XD2541,2027-05-26 00:00:00,2139,,29.54,,0,,0,,29.54,29.54,0.0,721,29.54,21298.34,0.0,21298.34,LUBALVAR,ALVARTIS PHARMA S.A. DE C.V.,2025-05-26,,IMSS-BIENESTAR,IA-12-NEF-012NEF001-I-30-2025,MIGUEL HERNANDEZ,ARACELI,RED SECA,2025-07-02,NAN
3823,APH020424BJ5,"ALVARTIS PHARMA, S.A. DE C.V.",2531,010.000.5395.00,TIAMINA. SOLUCION INYECTABLE. CADA FRASCO AMPULA CON LIOFILIZADO CONTIENE:CLORHIDRATO DE TIAMINA 500 MG. ENVASE CON 3 FRASCOS AMPULA.,Pieza,5395,TIAMINA 500 mg Solución inyectable,Envase con 3 frascos ámpula,348,2025-07-02,JARDIN,IB/1512/2025,480814777,IMBB-09-02-2025-09100984-U013,XB2586,2027-03-31 00:00:00,2140,,220.0,,0,,0,,220.0,220.0,0.0,348,220.0,76560.0,0.0,76560.0,ALMITIM,ALVARTIS PHARMA S.A. DE C.V.,2025-04-04,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,MIGUEL HERNANDEZ,ARACELI,RED SECA,2025-07-02,NAN
3824,LPI830527KJ2,"LABORATORIOS PISA, S.A. DE C.V.",2531,010.000.1542.00,OXITOCINA. SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: OXITOCINA: 5 UI ENVASECON 50 AMPOLLETAS CON 1 ML.,Pieza,1542,OXITOCINA. SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: OXITOCINA: 5 UI ENVASE CON 50 AMPOLLETAS CON 1 ML. 0.5 mg / ml Solución inyectable,ENV50AMP,512,2025-07-02,JARDIN,IB/1682/2025,2599298454,IMBB-09-02-2025-09094421-U013,B24G680,2026-08-08 00:00:00,2130,,123.33,,0,,0,,123.33,123.33,0.0,512,123.33,63144.96,0.0,63144.96,PISA,LABORATORIOS PISA S.A. DE C.V.,2024-08-08,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,LAURA VIANETH,ARACELI,RED SECA,2025-07-02,NAN
3825,MRE020410HT4,"MEDICAL RECOVERY, S.A. DE C.V.",2541,060.066.1334,LIMPIADOR ANTIMICROBIANO PARA PIEL Y HERIDAS. LIMPIADOR ANTIMICROBIANO PARA PIELY HERIDAS ES UN LIQUIDO CLARO ISOTONICO QUE AYUDA A LA REMOCION MECANICA DERESIDUOS CONTIENE 0.057% DE HIPOCLORITO DE SODIO COMO ANTIMICROBIANO. BOTELLACON 8 OZ (237 ML.) CON TAPA. ENVASE CON 12 PIEZAS TA.,Pieza,060.066.1334,LIMPIADOR ANTIMICROBIANO PARA PIEL Y HERIDAS. LIMPIADOR ANTIMICROBIANO PARA PIELY HERIDAS ES UN LIQUIDO CLARO ISOTONICO QUE AYUDA A LA REMOCION MECANICA DERESIDUOS CONTIENE 0.057% DE HIPOCLORITO DE SODIO COMO ANTIMICROBIANO. BOTELLACON 8 OZ (237 ML.) CON TAPA. ENVASE CON 12 PIEZAS TA.,Pieza,110,2025-07-02,JARDIN ,IB/0970/2025,3134308243,IMBB-09-02-2025-09101143-U013,0001975210,2026-09-30 00:00:00,2123,,4060.0,,0,,0,,4060.0,4060.0,649.6,110,4709.6,446600.00000000006,71456.0,518056.00000000006,VAHSE,URGO MEDICAL,2025-04-10,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-17-2025,MIGUEL JIMENEZ,ARACELI,RED SECA,2025-07-02,NAN
3826,BME8603317X2,"BIOMEDICA MEXICANA, S.A. DE C.V.",2541,060.932.2748,"VALVULAS PARA DERIVACION DE LIQUIDO CEFALORRAQUIDEO, DE RESORTE, PRESION MEDIADE 80 A 120 MM DE H20, CATETER CEFALICO O VENTRICULAR DE 15 CM MINIMO DELONGITUD Y CATETER PERITONEAL DE 85 CM MINIMO DE LONGITUD. INCLUYE ADITAMENTOSPARA SU COLOCACION. ESTERIL Y DESECHABLE. TAMANO: INFANTIL.",Pieza,060.932.2748,"VALVULAS PARA DERIVACION DE LIQUIDO CEFALORRAQUIDEO, DE RESORTE, PRESION MEDIADE 80 A 120 MM DE H20, CATETER CEFALICO O VENTRICULAR DE 15 CM MINIMO DELONGITUD Y CATETER PERITONEAL DE 85 CM MINIMO DE LONGITUD. INCLUYE ADITAMENTOSPARA SU COLOCACION. ESTERIL Y DESECHABLE. TAMANO: INFANTIL.",Pieza,1,2025-07-02,JARDIN ,IB/1547/2025,641227785,IMBB-09-02-2025-09101467-U013,51-25 B,2030-02-28 00:00:00,2124,,4100.0,,0,,0,,4100.0,4100.0,656.0,1,4756.0,4100.0,656.0,4756.0,VALVULA PARA DERIVACION DEL LCR DE RESORTE,BIOMEDICA MEXICANA S.A. DE C.V.,2025-03-10,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,MIGUEL JIMENEZ,ARACELI,RED SECA,2025-07-02,NAN
3827,LPI830527KJ2,"LABORATORIOS PISA, S.A. DE C.V.",2531,010.000.1542.00,OXITOCINA. SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: OXITOCINA: 5 UI ENVASECON 50 AMPOLLETAS CON 1 ML.,Pieza,1542,OXITOCINA. SOLUCION INYECTABLE CADA AMPOLLETA CONTIENE: OXITOCINA: 5 UI ENVASE CON 50 AMPOLLETAS CON 1 ML. 0.5 mg / ml Solución inyectable,ENV50AMP,124,2025-07-02,JARDIN ,IB/1682/2025,3962604557,IMBB-09-02-2025-09100714-U013,B24G680,2026-08-08 00:00:00,2128,,123.33,,0,,0,,123.33,123.33,0.0,124,123.33,15292.92,0.0,15292.92,PISA,LABORATORIOS PISA S.A. DE C.V.,2024-08-08,,IMSS-BIENESTAR,AA-12-NEF-012NEF001-I-31-2025,MIGUEL JIMENEZ,ARACELI,RED SECA,2025-07-02,NAN
